"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"700",1996,9,27,"","","Maderas","Nicaragua","Nicaragua",11.446,-85.515,1394,"Stratovolcano","Holocene","U",NA,"m",6,1,NA,NA,NA,1,NA,NA,NA,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA
"701",1996,9,30,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"702",1996,12,3,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",3,"P",13,1,NA,NA,29,1,NA,NA,NA,NA,13,1,NA,NA,29,1,NA,NA,NA,NA
"703",1997,1,14,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",2,"",6,1,NA,NA,NA,1,NA,NA,NA,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA
"704",1997,4,17,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",1,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"705",1997,6,25,"","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",3,"P",22,1,1,NA,NA,NA,NA,NA,NA,NA,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"706",1997,7,12,"","","Hakkoda Group","Honshu-Japan","Japan",40.65,140.88,1585,"Stratovolcano","Holocene","U",NA,"G",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"707",1997,8,1,"","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",3,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"708",1997,9,2,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"709",1997,9,15,"","","Adatara","Honshu-Japan","Japan",37.62,140.28,1718,"Stratovolcano","Historical","D1",NA,"G",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"710",1997,11,23,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",NA,"G",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"711",1997,12,26,"TSU","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",1998,4,28,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"L",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",1998,7,NA,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",NA,"m",10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"714",1998,10,30,"","","San Cristobal","Nicaragua","Nicaragua",12.702,-87.004,1745,"Stratovolcano","Historical","D1",NA,"m",1620,4,NA,NA,NA,NA,NA,NA,NA,NA,1620,4,NA,NA,NA,NA,NA,NA,NA,NA
"715",1999,1,20,"TSU","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",1999,5,21,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",1999,8,15,"","","Shiveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",1999,10,5,"","","Guagua Pichincha","Ecuador","Ecuador",-0.171,-78.598,4784,"Stratovolcano","Historical","D1",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"719",1999,10,16,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,4,1,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,NA,NA,NA
"720",2000,6,27,"TSU","EQ","Miyake-jima","Izu Is-Japan","Japan",34.08,139.53,815,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,3,NA,1,NA,NA
"721",2000,7,27,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"722",2000,8,23,"","","Arenal","Costa Rica","Costa Rica",10.463,-84.703,1657,"Stratovolcano","Historical","D1",3,"P",2,1,NA,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,NA,NA,NA
"723",2000,11,3,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"G",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"724",2000,11,NA,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",2,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"725",2001,5,14,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"",1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA
"726",2001,7,26,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"727",2001,8,5,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",2,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"728",2001,10,20,"","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"729",2002,1,3,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",3,"M",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"730",2002,1,17,"","","Nyiragongo","Africa-C","Congo, DRC",-1.52,29.25,3470,"Stratovolcano","Historical","D1",1,"",100,2,NA,NA,400,3,NA,3,NA,3,100,2,NA,NA,NA,3,NA,3,NA,3
"731",2002,8,28,"","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,32,1,NA,2,NA,2,NA,NA,NA,NA,32,1,NA,2,NA,2
"732",2002,11,3,"","","Reventador","Ecuador","Ecuador",-0.078,-77.656,3562,"Stratovolcano","Historical","D1",4,"I",NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1
"733",2002,12,30,"TSU","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1
"734",2002,NA,NA,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"735",2003,7,12,"TSU","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",2004,1,29,"","","Egon","Lesser Sunda Is","Indonesia",-8.67,122.45,1703,"Stratovolcano","Historical","D2",1,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"737",2004,6,8,"","","Tengger Caldera","Java","Indonesia",-7.942,112.95,2329,"Stratovolcano","Historical","D1",2,"T",2,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",2004,10,24,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"T",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"739",2005,1,27,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"T",1,1,NA,NA,14,1,NA,NA,NA,NA,1,1,NA,NA,14,1,NA,NA,NA,NA
"740",2005,10,1,"","","Santa Ana","El Salvador","El Salvador",13.853,-89.63,2365,"Stratovolcano","Historical","D2",3,"A",2,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA
"741",2005,11,24,"","","Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","Historical","D1",NA,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"742",2006,3,17,"","","Raoul Island","Kermadec Is","New Zealand",-29.27,-177.92,516,"Stratovolcano","Historical","D1",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"743",2006,5,20,"TSU","","Soufriere Hills","W Indies","Montserrat",16.72,-62.18,915,"Stratovolcano","Historical","D1",2,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2006,6,7,"","","Bulusan","Luzon-Philippines","Philippines",12.77,124.05,1565,"Stratovolcano","Historical","D1",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"745",2006,6,14,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",1,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"746",2006,7,18,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"747",2006,8,17,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"T",5,1,NA,2,13,1,NA,3,NA,3,6,1,NA,2,NA,2,NA,3,NA,3
"748",2006,11,30,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",1,"m",1266,4,NA,NA,NA,NA,NA,1,NA,NA,1266,4,NA,NA,NA,NA,NA,1,NA,NA
"749",2007,3,NA,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"M",4,1,NA,NA,1,1,NA,NA,NA,NA,4,1,NA,NA,1,1,NA,NA,NA,NA
"750",2007,4,18,"","","Huila","Colombia","Colombia",2.92,-76.05,5365,"Stratovolcano","Historical","D5",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"751",2007,7,7,"","","Salak","Java","Indonesia",-6.72,106.73,2211,"Stratovolcano","Historical","D2",NA,"G",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"752",2007,9,30,"","","Tair, Jebel at","Red Sea","Yemen",15.7,41.742,244,"Stratovolcano","Historical","D3",NA,"",7,1,NA,NA,1,1,NA,NA,NA,NA,7,1,NA,NA,NA,1,NA,NA,NA,NA
"753",2008,5,2,"","","Chaiten","Chile-S","Chile",-42.833,-72.646,962,"Caldera","Holocene","D1",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"754",2008,8,8,"TSU","","Kasatochi","Aleutian Is","United States",52.18,-175.5,314,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",2008,8,22,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"M",2,1,NA,NA,2,1,NA,1,2,1,2,1,NA,NA,2,1,NA,1,2,1
"756",2008,11,20,"","","Huila","Colombia","Colombia",2.92,-76.05,5365,"Stratovolcano","Historical","D5",NA,"",10,1,NA,1,NA,1,NA,NA,NA,NA,10,1,NA,1,NA,1,NA,NA,NA,NA
"757",2009,3,23,"","","Redoubt","Alaska-SW","United States",60.48,-152.75,3108,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"758",2009,11,30,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"759",2010,1,NA,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"760",2010,3,31,"","","Eyjafjallajokull","Iceland-S","Iceland",63.63,-19.62,1666,"Stratovolcano","Historical","D1",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"761",2010,5,27,"","","Pacaya","Guatemala","Guatemala",14.381,-90.601,2552,"Complex volcano","Historical","D1",1,"T",1,1,3,1,NA,NA,NA,1,3,1,1,1,3,1,NA,NA,NA,1,3,1
"762",2010,5,29,"TSU","EQ","Sarigan","Mariana Is-C Pacific","United States",16.708,145.78,538,"Stratovolcano","Holocene","U",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",2010,8,6,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",3,"",4,1,NA,NA,5,1,NA,NA,NA,1,4,1,NA,NA,5,1,NA,NA,NA,1
"764",2010,8,30,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"765",2010,10,26,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",NA,"",367,3,NA,NA,277,3,600,4,NA,3,367,3,NA,NA,277,3,600,4,NA,3
"766",2010,11,NA,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"767",2010,12,28,"","","Tengger Caldera","Java","Indonesia",-7.942,112.95,2329,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",2011,1,3,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",NA,"M",1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA
"769",2011,1,28,"","","Kirishima","Kyushu-Japan","Japan",31.93,130.87,1700,"Shield volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"770",2011,2,23,"","","Bulusan","Luzon-Philippines","Philippines",12.77,124.05,1565,"Stratovolcano","Historical","D1",2,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"771",2011,3,18,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"772",2011,4,NA,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"773",2011,6,4,"","","Puyehue","Chile-C","Chile",-40.59,-72.117,2236,"Stratovolcano","Holocene","U",4,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"774",2011,6,22,"","","Nabro","Africa-NE","Eritrea",13.37,41.7,2218,"Stratovolcano","Holocene","Unknown",3,"",31,1,NA,NA,NA,3,NA,1,NA,NA,31,1,NA,NA,NA,3,NA,1,NA,NA
"775",2011,7,9,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"776",2011,7,17,"","","Lokon-Empung","Sulawesi-Indonesia","Indonesia",1.358,124.792,1580,"Stratovolcano","Historical","D1",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"777",2011,12,27,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",3,"m",4,1,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA
"778",2012,2,10,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"779",2012,3,2,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"L",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",2012,12,12,"","","Tolbachik","Kamchatka","Russia",55.83,160.33,3682,"Shield volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"781",2013,2,12,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",NA,"M",1,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA
"782",2013,2,NA,"","","Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"783",2013,5,7,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",NA,"",5,1,NA,NA,8,1,NA,NA,NA,NA,5,1,NA,NA,8,1,NA,NA,NA,NA
"784",2013,8,10,"","","Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","Historical","D1",3,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"785",2013,9,1,"","","Ubinas","Peru","Peru",-16.355,-70.903,5672,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"786",2013,9,4,"","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"787",2013,9,15,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",2,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"788",2013,12,13,"","","Okataina","New Zealand","New Zealand",-38.12,176.5,1111,"Lava dome","Historical","D1",NA,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"789",2014,2,1,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"",17,1,NA,NA,3,1,NA,1,NA,2,17,1,NA,NA,3,1,NA,1,NA,2
"790",2014,2,13,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",NA,"",7,1,NA,NA,NA,NA,NA,3,4098,4,7,1,NA,NA,NA,NA,NA,3,4098,4
"791",2014,9,27,"","","On-take","Honshu-Japan","Japan",35.9,137.48,3063,"Complex volcano","Historical","D1",3,"",55,2,NA,NA,70,2,NA,NA,NA,NA,55,2,NA,NA,70,2,NA,NA,NA,NA
"792",2014,11,10,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,14.5,3,1,1,NA,NA,NA,NA,NA,NA,14.5,3,1,1
"793",2014,11,23,"","","Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,2,230,3,NA,NA,NA,NA,NA,NA,NA,2,230,3
"794",2014,12,18,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",NA,"",1,1,NA,NA,4,1,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,NA,NA,NA
"795",2015,2,20,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"796",2015,4,22,"","","Calbuco","Chile-S","Chile",-41.326,-72.614,2003,"Stratovolcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"797",2015,5,7,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"798",2015,7,31,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA
"799",2015,10,16,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"M",1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA
"800",2015,10,NA,"","","Okataina","New Zealand","New Zealand",-38.12,176.5,1111,"Lava dome","Historical","D1",NA,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"801",2016,5,9,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"",1,1,NA,NA,4,1,NA,1,3,1,1,1,NA,NA,4,1,NA,1,NA,NA
"802",2016,5,21,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"",7,1,NA,NA,3,1,100,4,NA,NA,7,1,NA,NA,3,1,100,4,NA,NA
"803",2016,6,9,"","","Yellowstone","US-Wyoming","United States",44.43,-110.67,2805,"Caldera","Tephrochronology","D7",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"804",2016,9,27,"","","Rinjani","Lesser Sunda Is","Indonesia",-8.42,116.47,3726,"Stratovolcano","Historical","D1",NA,"",NA,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,44,1,NA,NA,NA,NA,NA,NA
"805",2016,10,8,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",NA,"T",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"806",2017,3,15,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"P",NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA
"807",2017,4,13,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",2,"P",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"808",2017,6,6,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",2,"P",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"809",2017,7,1,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",NA,"",8,1,NA,NA,11,1,NA,NA,NA,NA,8,1,NA,NA,11,1,NA,NA,NA,NA
"810",2017,9,12,"","","Campi Flegrei","Italy","Italy",40.827,14.139,458,"Caldera","Historical","D5",NA,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"811",2017,9,23,"","","Aoba","Vanuatu-SW Pacific","Vanuatu",-15.4,167.83,1496,"Shield volcano","Historical","D1",NA,"T",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"812",2017,12,18,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",NA,"A",8,1,NA,NA,8,1,NA,NA,NA,NA,8,1,NA,NA,8,1,NA,NA,NA,NA
